smile,dipole,electron_affinity,electrophilicity,nucleophilicity,electrofugality,nucleofugality,homo,lumo,homo-lumo,ionization_potential
Cl[Pd]Cl,0.17619631486900741,1.7779528979025638,1.905279319595477,-7.813311169283063,9.71859048887854,0.12732642169291314,-0.3542141816108793,-0.35403238629566036,-0.00018179531521894665,7.813311169283063
c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,0.5532054207665366,0.8557720105567137,1.1700549524994086,-6.250072049669747,7.420127002169156,0.314282941942695,-0.34967005537042944,-0.2690945441512398,-0.08057551121918965,6.250072049669747
[O-2],0.0,3.304440184913773,3.8104233496461872,-17.491365298134905,21.30178864778109,0.5059831647324146,-0.5697290664004653,-0.5697290664004653,0.0,17.491365298134905
CNCCNC,0.8005355598915687,-7.75386515508429,1.5233405643483531e-05,-7.710453245640155,7.7104684790458,7.753880388489931,-0.3534850033343916,0.0038236825482591778,-0.35730868588265075,7.710453245640155
O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,0.4171633003105792,-5.5589024147424455,0.08935737355769142,-8.758060002521987,8.847417376079678,5.6482597883001375,-0.41011560600660024,-0.06589370026771738,-0.3442219057388829,8.758060002521987
[Cu],0.0,-0.2310525191050301,0.5796901582861683,-5.292015335856902,5.871705494143071,0.8107426773911984,-0.34935921058527675,-0.25441402513246936,-0.09494518545280739,5.292015335856902
CN([SiH](C)C)[Si](C)(C)C,0.4128668375532328,-2.998272103491424,0.23307103821542682,-7.401884534388303,7.63495557260373,3.231343141706851,-0.3524950171640137,-0.15551141303172172,-0.196983604132292,7.401884534388303
[Li],0.0,-2.0968503397076774,0.11468838599647246,-4.570102558876867,4.684790944873339,2.21153872570415,-0.08150224606078992,-0.18007168657517492,0.098569440514385,4.570102558876867
[Co+2],0.0,0.9531140974100021,1.65165107020912,-9.94998054408933,11.601631614298453,0.6985369727991176,-0.3790969757845464,-0.3790969757845463,-5.551115123125783e-17,9.94998054408933
c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,1.2699636494516524,0.17256680543453662,0.8857220528077839,-6.549396314443014,7.435118367250798,0.7131552473732473,-0.35228927270556293,-0.24257685041660307,-0.10971242228895986,6.549396314443014
CC(C)c1cc(C(C)C)c(-c2ccccc2P2CC[Si](C)(C)CC2)c(C(C)C)c1,0.743503147867226,-0.689775390949869,0.5849148014785196,-6.483325529365127,7.068240330843647,1.2746901924283884,-0.33410432237838517,-0.2330179108432891,-0.10108641153509607,6.483325529365127
O=C(P)C(=O)[Cr](c1ccccc1)(c1ccccc1)c1ccccc1,1.2838041584044162,2.0882106408103693,2.0882790078624756,-6.312699863917347,8.400978871779824,6.836705210675034e-05,-0.33566996854340303,-0.3323686071625433,-0.0033013613808597353,6.312699863917347
C1=CCCC=CCC1,8.166814287241608e-06,-2.007937197051501,0.46417873019761474,-8.149515956074008,8.613694686271623,2.4721159272491158,-0.37637907071162174,-0.21016499616251225,-0.1662140745491095,8.149515956074008
CC(C)n1cc[n+](C(C)C)c1,0.16473595329891136,-3.6744779156500282,0.012012697203882374,-2.8807715377988874,2.89278423500277,3.6864906128539103,-0.3541302620151032,-0.15992764581716076,-0.19420261619794246,2.8807715377988874
[Rh+],0.0,0.6186129993644665,1.6316393119055903,-11.050540566129799,12.682179878035392,1.0130263125411236,-0.3923812345896891,-0.3923812345896891,0.0,11.050540566129799
CC(C)(C)C[PH+](C(C)(C)C)C(C)(C)C,0.27940504287506074,-3.0506521141028133,0.07102651761802548,-1.451263720197666,1.5222902378156915,3.121678631720838,-0.40165871825345556,-0.14677061427542207,-0.2548881039780335,1.451263720197666
C1CCC2=NCCCN2CC1,1.3548907209770782,-3.317697496940024,0.2017802979569759,-7.4956613801014225,7.697441678058397,3.519477794896999,-0.3428861995084009,-0.18324708143389476,-0.15963911807450612,7.4956613801014225
CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,0.13182351688041552,0.022147666619149575,0.9152743916482459,-7.2554808785018405,8.170755270150087,0.8931267250290963,-0.35670011963380316,-0.265066188985169,-0.09163393064863418,7.2554808785018405
COC(C)OC,0.9689376111554472,-7.754120877683917,0.015141529205793501,-9.186625848196389,9.201767377402184,7.769262406889709,-0.40679639996959227,-0.0041393848562253505,-0.40265701511336693,9.186625848196389
[Li+],0.0,-2.0968503397076774,0.11468838599647246,-4.570102558876867,4.684790944873339,2.21153872570415,-0.08150224606078992,-0.18007168657517492,0.098569440514385,4.570102558876867
[Ni+2],0.0,-3.4390883820003433,0.368245952684565,-9.648375323687379,10.016621276371946,3.8073343346849087,-0.36476251353854194,-0.21085799922202422,-0.15390451431651772,9.648375323687379
CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,1.1181883946033864,0.3716929559720761,0.9279938683058779,-6.2142869308283775,7.142280799134254,0.5563009123338019,-0.3471053463814899,-0.2471201829992805,-0.09998516338220936,6.2142869308283775
CN(C)CC(=O)O,1.020951124147393,-2.4068262521671007,0.423102657048278,-8.476177256004846,8.899279913053125,2.8299289092153788,-0.3596252908384671,-0.2465042075756194,-0.11312108326284773,8.476177256004846
Cc1ccnc(C)c1,0.9830719712543293,-1.4274617603636117,0.6171960421965126,-8.389716219936197,9.00691226213271,2.0446578025601245,-0.362281378173612,-0.24145768141625087,-0.12082369675736113,8.389716219936197
[F-],0.0,3.0533444386512025,3.9138448121721807,-19.942732240420884,23.856577052593067,0.8605003735209784,-0.5786762772665277,-0.5786762772665277,0.0,19.942732240420884
[H-],0.0,1.0660527329499523,1.9646883646243831,-12.107644141370763,14.072332505995147,0.898635631674431,-0.3934827639359724,-0.3934827639359724,0.0,12.107644141370763
CCCN(CCC)CCC,0.30000092695367037,-7.658268708118714,6.2667321732511e-05,-7.746148333007218,7.74621100032895,7.658331375440447,-0.34174673208209166,0.00400150691006605,-0.34574823899215773,7.746148333007218
[Zn+2],0.0,-10.95674644233048,0.007145005654674696,-12.104876848937991,12.112021854592667,10.963891447985153,-0.2637607011481395,-0.036451470521527175,-0.22730923062661232,12.104876848937991
CN[C@@H]1CCCC[C@H]1NC,0.8070927551762924,-7.68875118607834,0.000875600542659533,-7.364033140690582,7.3649087412332435,7.689626786620998,-0.3442804289118565,0.00804143196463209,-0.3523218608764886,7.364033140690582
NCC(=O)O,0.7583527869143475,-2.305144615287877,0.5484443239291321,-9.502975718134016,10.051420042063146,2.8535889392170084,-0.387482460973512,-0.25384562032368957,-0.13363684064982245,9.502975718134016
NC1(N)CCCCC1,0.5129209963513136,-8.647330432561532,0.0034004407412360988,-7.974884993616314,7.97828543435755,8.650730873302766,-0.3621584952552412,0.04148209209972651,-0.4036405873549677,7.974884993616314
O,0.8998048344347195,-11.296066204604603,0.02319914571306629,-13.438632672012233,13.461831817725297,11.319265350317671,-0.44708961351170384,0.07326941860969409,-0.5203590321213979,13.438632672012233
Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,0.5649097601251947,0.28553197573831923,0.975929815938256,-6.901551019581451,7.877480835519707,0.6903978401999369,-0.35998508951940345,-0.25916021394506383,-0.10082487557433961,6.901551019581451
ON=Cc1ccccc1O,0.9813453093108241,-0.3902301976575906,0.8912165105750594,-8.229759199862851,9.12097571043791,1.28144670823265,-0.38243698443234253,-0.2670237016098901,-0.11541328282245245,8.229759199862851
[O-][n+]1ccccc1O,1.4382047470243833,-0.5303663171120281,0.9342150946395148,-8.946088201954268,9.880303296593782,1.4645814117515428,-0.3869338583329334,-0.27556975307012727,-0.11136410526280616,8.946088201954268
COc1ccc(-c2ccccc2-c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,0.7881683031578267,-0.3811967155682332,0.6993087155923452,-6.655457583605003,7.3547662991973475,1.0805054311605784,-0.3477799616056697,-0.2363920249634961,-0.11138793664217361,6.655457583605003
CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.7001540174995036,-0.7678262466674237,0.5526665128151348,-6.395607171222942,6.948273684038077,1.3204927594825586,-0.3317638428511315,-0.22755479503057302,-0.10420904782055845,6.395607171222942
N[C@@H]1CCCC[C@H]1N,0.9473009341362577,-8.045167052731088,6.861893022812574e-05,-7.951458086061541,7.951526704991768,8.045235671661317,-0.3547483758699951,0.019028580903576908,-0.373776956773572,7.951458086061541
[OH-],0.819405262993814,2.0509993217346176,2.8361536215379513,-15.262626085302916,18.098779706840872,0.7851542998033337,-0.49850640192725065,-0.49850640192724677,-3.885780586188048e-15,15.262626085302916
N[C@H]1CCCC[C@@H]1N,0.05652321481796853,-8.003257061598026,0.00012844927337951647,-7.87551929006503,7.875647739338412,8.003385510871404,-0.3580651720184456,0.01503253240626951,-0.3730977044247151,7.87551929006503
O=P(c1ccccc1)(c1ccccc1)c1ccccc1C=NO,1.679161522684511,0.6730068909137294,1.2691241596014702,-7.882677762296186,9.151801921897656,0.5961172686877407,-0.3968270235953597,-0.28701252428025764,-0.10981449931510207,7.882677762296186
c1cnc2c(c1)ccc1cccnc12,1.4011016803835916,0.5230778720616556,1.1675929021697744,-7.6172359251755815,8.784828827345356,0.644515030108119,-0.36081444458080003,-0.2847724434777586,-0.07604200110304143,7.6172359251755815
CC[N+](CC)(CC)CC,0.05735319083186277,-5.361419172500029,0.5754700057072675,-0.26978674262694113,0.8452567483342086,5.936889178207298,-0.4128022427061348,-0.08509917768156545,-0.32770306502456936,0.26978674262694113
CCCC[N+](CCCC)(CCCC)CCCC,0.05588751302580013,-4.997512617955696,0.5273242709494179,-0.27935854096858836,0.8066828119180062,5.524836888905114,-0.4061695824397851,-0.09143703108349582,-0.3147325513562893,0.27935854096858836
C1CN2CCC1CC2,0.47845215124398877,-8.280162474630984,0.001825987111089036,-7.79556717834603,7.797393165457119,8.281988461742074,-0.3464183954459355,0.017106338765994867,-0.3635247342119304,7.79556717834603
O=C(O)C1CCCCN1,0.9244018295791396,-2.2115416227823306,0.4388637281219929,-8.281004923453803,8.719868651575796,2.6504053509043235,-0.3596082572835776,-0.24840245049190973,-0.11120580679166786,8.281004923453803
Cl,0.3548414335297069,-4.450227005205363,0.4204120534342062,-11.855755536600146,12.276167590034355,4.870639058639569,-0.4376668485055092,-0.14355483873767472,-0.29411200976783447,11.855755536600146
N,0.7386407274468185,-10.582922896172594,0.006434524290631769,-11.652787250406764,11.659221774697397,10.589357420463225,-0.3901202738808052,0.06120212941537715,-0.4513224032961824,11.652787250406764
CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,0.9272512724670264,-5.850581082397059,0.06301113573091116,-8.544337031408562,8.607348167139476,5.913592218127969,-0.40340914240399717,-0.05310817374320509,-0.3503009686607921,8.544337031408562
COc1ccc2ccccc2c1-c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12,0.5361590344108614,0.6243365167355597,1.071117685041938,-6.4272416249377,7.498359309979637,0.44678116830637826,-0.3485321985504636,-0.26592879056796764,-0.08260340798249594,6.4272416249377
CC(=O)C1CCCc2cccnc21,1.78239284902445,-0.49484905015652636,0.8244696645369416,-7.964515350302639,8.788985014839579,1.319318714693468,-0.37305211899972557,-0.2560540879843111,-0.11699803101541445,7.964515350302639
ON=C1CCCc2cccnc21,2.496923472193255,0.17367591061929666,1.0825216958013448,-8.123969881542951,9.206491577344295,0.9088457851820482,-0.37311870319425433,-0.28651405977243133,-0.086604643421823,8.123969881542951
CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1,0.48781385992866355,-0.7092173020944514,0.21584626471884563,-3.3599871120478664,3.575833376766712,0.9250635668132972,-0.3786612145131969,-0.22281187694153617,-0.15584933757166072,3.3599871120478664
[NH4+],2.338746661136544e-06,-8.182455867385878,1.3163441694925346,0.6963903294266744,0.61995384006586,9.498800036878414,-0.5310415247832941,-0.014672050007767851,-0.5163694747755263,-0.6963903294266744
CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.6055778068717292,-3.6369708288010028,0.10924239890333233,-6.632831808737839,6.742074207641171,3.7462132277043345,-0.32297779161530626,-0.12834150610378184,-0.19463628551152443,6.632831808737839
CN(C)CCN,0.7640318151088376,-7.573980964441816,0.00030470300366800836,-7.767362523876905,7.767667226880572,7.5742856674454835,-0.3492264432790524,-0.00368419897529966,-0.34554224430375274,7.767362523876905
Oc1cccc2ccncc12,1.5476494151854256,-0.03236996977096496,0.9837711161970039,-7.966754874098564,8.950525990295569,1.0161410859679687,-0.3671627464955563,-0.27629243851560287,-0.09087030797995344,7.966754874098564
CN(C)c1ccccc1-c1ccccc1P(C(C)(C)C)C(C)(C)C,0.6055496515492546,-0.5663268928198626,0.5843830373784014,-6.183994074067984,6.768377111446386,1.150709930198264,-0.326629247621666,-0.23748224151237893,-0.08914700610928708,6.183994074067984
CC(C)(C)P(=O)(c1ccccc1-c1ccccc1)C(C)(C)C,1.5794994996642122,-0.4301936776989024,0.7796995937354391,-7.434047094105265,8.213746687840702,1.2098932714343416,-0.3777069019153914,-0.2510735138040618,-0.12663338811132963,7.434047094105265
CCCC[O-],1.4241718092864266,1.8328050798781828,2.059243389924947,-9.135590360643606,11.194833750568552,0.22643831004676418,-0.39823702281024126,-0.39610362155743195,-0.0021334012528093083,9.135590360643606
CCCC[P+](CCCC)(CCCC)CCCC,0.011805388319560203,-4.275297492978757,0.49401197153593995,-0.11151349682486078,0.6055254683608008,4.769309464514697,-0.40951479396726564,-0.09965185363512458,-0.30986294033214107,0.11151349682486078
O=C(O)CCP(c1ccccc1)c1ccccc1,0.917337269911753,-0.2038453069434949,0.8448097675997934,-7.348004668275287,8.192814435875082,1.0486550745432883,-0.36092297836249937,-0.24314832934553898,-0.11777464901696039,7.348004668275287
CN(C)[C@@H]1CCCC[C@H]1N,0.5069653164066316,-7.0170952436665335,0.0014548687746811487,-7.42711406368557,7.428568932460249,7.018550112441217,-0.34468342997218165,-0.0182316885888734,-0.32645174138330824,7.42711406368557
CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.8420232294445448,-0.6992028110568329,0.5687200442044068,-6.370771121435032,6.939491165639438,1.2679228552612394,-0.3362159340986731,-0.23434643607313774,-0.10186949802553538,6.370771121435032
CN[C@H]1CCCC[C@@H]1NC,0.779398739260698,-7.808915384769479,0.0019248604190890493,-7.326149296928561,7.328074157347649,7.810840245188571,-0.34367889410396624,0.011034018894479258,-0.3547129129984455,7.326149296928561
COC(=O)[C@@H]1CCCN1C,1.1130237861682057,-2.2449999640805016,0.4113265428993332,-8.071440142481016,8.48276668538035,2.6563265069798345,-0.3529295682865321,-0.24195517614574694,-0.11097439214078517,8.071440142481016
C1CN2CCN1CC2,1.8311144270798532e-05,-7.44344255233953,2.6085327557501568e-05,-7.387809607375305,7.387835692702863,7.443468637667088,-0.3390837612152065,-0.013678712711860774,-0.32540504850334573,7.387809607375305
[Zn],0.0,-10.95674644233048,0.007145005654674696,-12.104876848937991,12.112021854592667,10.963891447985153,-0.2637607011481395,-0.036451470521527175,-0.22730923062661232,12.104876848937991
c1ccc2c(c1)ccc1ccccc12,2.8546888529384238e-05,0.025039989803013363,0.961427951714533,-7.615973249575573,8.577401201290105,0.9363879619115196,-0.3710720512846946,-0.2653262941515917,-0.10574575713310291,7.615973249575573
CC(C)c1cccc(C(C)C)c1N1C=[N+](c2c(C(C)C)cccc2C(C)C)CC1,0.8864635188999711,-0.8564274638296356,0.17626892590445012,-3.268112828284176,3.4443817541886257,1.0326963897340855,-0.3635742084964439,-0.21673534971105052,-0.14683885878539338,3.268112828284176
c1ccc(-c2ccccn2)nc1,1.2790996760009696,0.11894188067118794,1.0077523038832235,-7.6977260658248685,8.705478369708095,0.8888104232120355,-0.3606617272909852,-0.27495957221352907,-0.08570215507745615,7.6977260658248685
CC(=O)O,0.7654858269101461,-2.5940797418249706,0.6451050584308567,-10.956699556797565,11.601804615228419,3.2391848002558272,-0.4289648546854224,-0.24382253162279321,-0.18514232306262918,10.956699556797565
Cc1ccccc1-c1ccccc1P(C(C)(C)C)C(C)(C)C,0.6479420927142205,-0.6628304395085758,0.5980825219150796,-6.528786883318723,7.126869405233802,1.2609129614236556,-0.32769861968739944,-0.23678610581781415,-0.09091251386958529,6.528786883318723
CN[C@H]1CCCC[C@H]1NC,0.8034589757954838,-7.741035792940913,0.0009041756681726719,-7.4099867221841755,7.410890897852348,7.741939968609086,-0.3448015424267522,0.010197765631509214,-0.3549993080582614,7.4099867221841755
[H][H],3.3306690738754696e-16,-16.843709525571086,0.033779805709816146,-13.95858157844518,13.992361384154998,16.877489331280902,-0.4752942519192447,0.22938677034196842,-0.7046810222612131,13.95858157844518
[Pt+4],0.0,-1.3209416433142525,0.8448001869936304,-10.110678931372801,10.95547911836643,2.1657418303078826,-0.4038581387582184,-0.34632993881092294,-0.057528199947295466,10.110678931372801
O=P([O-])(O)O,0.8884994956359884,4.853617053347364,4.945947754550679,-12.22710067900422,17.173048433554897,0.0923307012033154,-0.49926939291188843,-0.49624640873371073,-0.003022984178177701,12.22710067900422
CCCC[NH+](CCCC)CCCC,0.35792227396728277,-6.186122886080057,1.0036149406081458,0.544260432273469,0.45935450833467695,7.189737826688204,-0.41395034703580014,-0.05346905380293397,-0.36048129323286615,-0.544260432273469
CN(C)[C@H]1CCCC[C@@H]1N,0.8909343573185421,-7.403999347188604,1.3361754695066579e-05,-7.4438383396380665,7.443851701392763,7.4040127089433,-0.3480575412064518,-0.006736716219120208,-0.34132082498733163,7.4438383396380665
CCC[N+](CCC)(CCC)CCC,0.09408840747882377,-5.031247760783615,0.513427880629907,-0.3359847675994363,0.8494126482293433,5.544675641413523,-0.4068858736866916,-0.0919086065569994,-0.3149772671296922,0.3359847675994363
O=C([O-])C(=O)[O-],6.628024496039587e-06,4.926867438845932,4.958132073058766,-13.330787217096464,18.28891929015523,0.03126463421283466,-0.5358299080197293,-0.4926781023253359,-0.04315180569439342,13.330787217096464
c1ccc(-c2c3c(nc4cc5nc6c(c(-c7ccccc7)c5cc24)C(c2ccccc2)c2ccccc2-6)-c2ccccc2C3c2ccccc2)cc1,1.6773764361033348,1.554329119171939,1.6498995372336647,-6.63363467297347,8.283534210207133,0.09557041806172552,-0.35756979595810406,-0.29700097160556327,-0.060568824352540795,6.63363467297347
c1ccc(-c2ccc(-c3ccc4c(c3)Oc3cc(-c5ccc(-c6ccccc6)cc5)ccc3N4c3cccc4ccccc34)cc2)cc1,1.02402897365053,0.9906634365069946,1.2274745364836168,-6.075823108461391,7.3032976449450056,0.23681109997662225,-0.3366370424119058,-0.2771953606927479,-0.05944168171915787,6.075823108461391
O=P([O-])([O-])O,0.8250753467052935,5.676790006354452,5.953094056081071,-13.005496166364633,18.9585902224457,0.2763040497266189,-0.5222767673514291,-0.5213569148576113,-0.0009198524938178743,13.005496166364633
CC(C)(C)C(=O)CC(=O)C(C)(C)C,1.2500436035572176,-0.45724818486545615,0.8852851009942401,-8.35916781381665,9.244452914810891,1.3425332858596963,-0.3937514815627728,-0.2715009821684319,-0.1222504993943409,8.35916781381665
CC(C)(C)c1cc(C(C)(C)C)nc(C(C)(C)C)n1,0.7202830981883407,-0.970059620970777,0.6160542849488118,-7.388276797505851,8.00433108245466,1.5861139059195883,-0.3477927175208565,-0.2488164121095692,-0.0989763054112873,7.388276797505851
NCCN,1.0105435140666676,-8.504249440348929,4.167296589624286e-05,-8.42911417648366,8.429155849449558,8.504291113314826,-0.3562929857436229,0.023021628904257765,-0.37931461464788063,8.42911417648366
NC1CCCCC1N,0.9472994322668754,-8.045174989461763,6.862865375020285e-05,-7.951459356626838,7.951527985280588,8.045243618115512,-0.3547484440696884,0.019028809194793335,-0.37377725326448175,7.951459356626838
CN(C)[C@@H]1CCCC[C@H]1N(C)C,0.3232173835096114,-6.611418390215065,0.0012308311845547345,-6.97720855741394,6.978439388598495,6.612649221399621,-0.33950452380959534,-0.028314720344810793,-0.31118980346478453,6.97720855741394
C[Si](C)(C)Cl,1.072068648952377,-3.4160974435796154,0.2944177322730197,-8.774565356289354,9.068983088562375,3.7105151758526347,-0.40391889684985016,-0.1558490380611601,-0.24806985878869006,8.774565356289354
C[Si](C)(C)N[Si](C)(C)C,0.33717127995615576,-3.8337826129103623,0.15257861160305913,-7.56367000697945,7.716248618582509,3.986361224513421,-0.36739258822902127,-0.12390904190629616,-0.24348354632272512,7.56367000697945
O=C(O)c1ccccn1,0.9824934958161833,0.2666223495775686,1.2189975911368889,-8.919250844596284,10.138248435733175,0.9523752415593202,-0.3857841732300936,-0.29678819485159597,-0.08899597837849765,8.919250844596284
[SiH3]C(Cl)(Cl)Cl,0.5114841093117745,-0.6483232446864742,0.9356529261251855,-9.260517172142272,10.196170098267459,1.5839761708116598,-0.4207358398069093,-0.24634633697007352,-0.1743895028368358,9.260517172142272
O=S(=O)([O-])[O-],0.0001728989992718018,5.901668416266434,6.184820167361362,-13.544231238219911,19.729051405581277,0.283151751094927,-0.5365514510444903,-0.5365514270614113,-2.3983078967226845e-08,13.544231238219911
CN1CCCC1=O,1.7093917831983472,-3.031198056374837,0.34272620712529295,-8.703418527248509,9.046144734373803,3.37392426350013,-0.3821419256737864,-0.20861739837400461,-0.1735245272997818,8.703418527248509
